source_doc,order_index,text_preview,label_suggestion,font_size,is_bold,is_italic,alignment,indent_left,indent_first_line,space_before,space_after,line_spacing,is_all_caps,starts_with_number,word_count,position_ratio_in_doc,style_name_hash,has_image,is_table_element
thesis_02_wari_traffic_prediction.docx,1,Submitted by Sajiree S. Damle,Author,14.0,0,1,1,0.0,0.0,0.0,36.0,1.0,0,0,5,0.037,0,0,0
thesis_02_wari_traffic_prediction.docx,2,Chapter 1: Introduction,Chapter Heading,16.0,1,0,0,0.0,0.0,24.0,12.0,1.0,0,0,3,0.0741,0,0,0
thesis_02_wari_traffic_prediction.docx,3,1.1 Motivation,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,2,0.1111,0,0,0
thesis_02_wari_traffic_prediction.docx,4,The annual Wari pilgrimage in Maharashtra draws millions of participants across ,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,22,0.1481,0,0,0
thesis_02_wari_traffic_prediction.docx,5,"Municipal authorities currently rely on manual crowd counting, which does not sc",Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,21,0.1852,0,0,0
thesis_02_wari_traffic_prediction.docx,6,Chapter 2: System Design,Chapter Heading,16.0,1,0,0,0.0,0.0,24.0,12.0,1.0,0,0,4,0.2222,0,0,0
thesis_02_wari_traffic_prediction.docx,7,2.1 Backend Architecture,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,3,0.2593,0,0,0
thesis_02_wari_traffic_prediction.docx,8,The system exposes a FastAPI backend that ingests live location pings and return,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,20,0.2963,0,0,0
thesis_02_wari_traffic_prediction.docx,9,[IMAGE],Figure,11.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0.3333,0,1,0
thesis_02_wari_traffic_prediction.docx,10,Figure 2.1: Illustration referenced in the discussion above.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,8,0.3704,0,0,0
thesis_02_wari_traffic_prediction.docx,11,2.2 Evaluation,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,2,0.4074,0,0,0
thesis_02_wari_traffic_prediction.docx,12,We benchmarked the prediction service against historical crowd-density logs from,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,17,0.4444,0,0,0
thesis_02_wari_traffic_prediction.docx,13,Model | Accuracy | F1-score | Random Forest | 0.91 | 0.90,Table,11.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,0,14,0.4815,9,0,1
thesis_02_wari_traffic_prediction.docx,14,Table 2.2: Performance comparison of classifiers on the validation split.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,10,0.5185,0,0,0
thesis_02_wari_traffic_prediction.docx,15,2.3 Deployment Notes,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,3,0.5556,0,0,0
thesis_02_wari_traffic_prediction.docx,16,Rollout considerations for volunteer checkpoints are summarized below.,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,8,0.5926,0,0,0
thesis_02_wari_traffic_prediction.docx,17,The preprocessing pipeline followed these steps:,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.0,0,0,6,0.6296,0,0,0
thesis_02_wari_traffic_prediction.docx,18,1. Clean raw text,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.6667,0,0,0
thesis_02_wari_traffic_prediction.docx,19,2. Segment paragraphs,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.7037,0,0,0
thesis_02_wari_traffic_prediction.docx,20,3. Extract features,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.7407,0,0,0
thesis_02_wari_traffic_prediction.docx,21,4. Normalize values,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.7778,0,0,0
thesis_02_wari_traffic_prediction.docx,22,References,Chapter Heading,16.0,1,0,0,0.0,0.0,24.0,12.0,1.0,0,0,1,0.8148,0,0,0
thesis_02_wari_traffic_prediction.docx,23,"[1] Breiman, L. (2001). Random forests. Machine Learning, 45(1), 5-32.",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,10,0.8519,0,0,0
thesis_02_wari_traffic_prediction.docx,24,"[2] Cortes, C., Vapnik, V. (1995). Support-vector networks. Machine Learning, 20",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,12,0.8889,0,0,0
thesis_02_wari_traffic_prediction.docx,25,"[3] Pedregosa, F. et al. (2011). Scikit-learn: Machine learning in Python. JMLR,",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,14,0.9259,0,0,0
thesis_02_wari_traffic_prediction.docx,26,"[4] Kishida, K. (2005). Property of average precision and its generalization. NI",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,14,0.963,0,0,0
thesis_03_neoscan_jaundice.docx,0,NeoScan: Portable Smartphone-Based Screening for Newborn Jaundice,Title,20.0,1,0,1,0.0,0.0,0.0,12.0,1.0,0,0,7,0.0,0,0,0
thesis_03_neoscan_jaundice.docx,1,Submitted by Sajiree S. Damle,Author,14.0,0,1,1,0.0,0.0,0.0,36.0,1.0,0,0,5,0.0385,0,0,0
thesis_03_neoscan_jaundice.docx,2,Chapter 1: Introduction,Chapter Heading,16.0,1,0,0,0.0,0.0,24.0,12.0,1.0,0,0,3,0.0769,0,0,0
thesis_03_neoscan_jaundice.docx,3,1.1 Clinical Context,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,3,0.1154,0,0,0
thesis_03_neoscan_jaundice.docx,4,"Neonatal jaundice affects a majority of newborns in the first week of life and, ",Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,22,0.1538,0,0,0
thesis_03_neoscan_jaundice.docx,5,1.2 Objective,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,2,0.1923,0,0,0
thesis_03_neoscan_jaundice.docx,6,NeoScan aims to estimate bilirubin risk from a smartphone photograph of the infa,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,18,0.2308,0,0,0
thesis_03_neoscan_jaundice.docx,7,The preprocessing pipeline followed these steps:,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.0,0,0,6,0.2692,0,0,0
thesis_03_neoscan_jaundice.docx,8,1. Clean raw text,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.3077,0,0,0
thesis_03_neoscan_jaundice.docx,9,2. Segment paragraphs,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.3462,0,0,0
thesis_03_neoscan_jaundice.docx,10,3. Extract features,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.3846,0,0,0
thesis_03_neoscan_jaundice.docx,11,4. Normalize values,List,12.0,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.4231,0,0,0
thesis_03_neoscan_jaundice.docx,12,Chapter 2: Implementation,Chapter Heading,16.0,1,0,0,0.0,0.0,24.0,12.0,1.0,0,0,3,0.4615,0,0,0
thesis_03_neoscan_jaundice.docx,13,2.1 Color Calibration,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,3,0.5,0,0,0
thesis_03_neoscan_jaundice.docx,14,A reference color card is placed alongside the infant to normalize for ambient l,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,20,0.5385,0,0,0
thesis_03_neoscan_jaundice.docx,15,[IMAGE],Figure,11.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0.5769,0,1,0
thesis_03_neoscan_jaundice.docx,16,Figure 2.1: Illustration referenced in the discussion above.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,8,0.6154,0,0,0
thesis_03_neoscan_jaundice.docx,17,2.2 Results,Subheading,13.0,1,0,0,0.0,0.0,12.0,6.0,1.0,0,1,2,0.6538,0,0,0
thesis_03_neoscan_jaundice.docx,18,The calibrated model achieved strong agreement with transcutaneous bilirubin met,Body Paragraph,12.0,0,0,3,0.0,1.27,0.0,6.0,1.5,0,0,15,0.6923,0,0,0
thesis_03_neoscan_jaundice.docx,19,Model | Accuracy | F1-score | Random Forest | 0.91 | 0.90,Table,11.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,0,14,0.7308,9,0,1
thesis_03_neoscan_jaundice.docx,20,Table 2.2: Performance comparison of classifiers on the validation split.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,10,0.7692,0,0,0
thesis_03_neoscan_jaundice.docx,21,References,Chapter Heading,16.0,1,0,0,0.0,0.0,24.0,12.0,1.0,0,0,1,0.8077,0,0,0
thesis_03_neoscan_jaundice.docx,22,"[1] Breiman, L. (2001). Random forests. Machine Learning, 45(1), 5-32.",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,10,0.8462,0,0,0
thesis_03_neoscan_jaundice.docx,23,"[2] Cortes, C., Vapnik, V. (1995). Support-vector networks. Machine Learning, 20",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,12,0.8846,0,0,0
thesis_03_neoscan_jaundice.docx,24,"[3] Pedregosa, F. et al. (2011). Scikit-learn: Machine learning in Python. JMLR,",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,14,0.9231,0,0,0
thesis_03_neoscan_jaundice.docx,25,"[4] Kishida, K. (2005). Property of average precision and its generalization. NI",Reference,11.0,0,0,3,0.6,0.0,0.0,4.0,1.0,0,1,14,0.9615,0,0,0
